"","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","room_type","bedrooms","bathrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","latitude","longitude","city","zipcode","state","tidy_price"
"200","58%","51%",480,2,"Entire home/apt",1,1,1,"$239.00",4,730,0,38.8935306290987,-77.0189957665945,"Washington","20001","DC",239
"201","100%","42%",1,2,"Private room",1,1,1,"$150.00",1,1125,4,38.9009918949947,-77.0194286139148,"Washington","20001","DC",150
"202","100%","50%",1,1,"Entire home/apt",1,1,1,"$199.00",7,1125,1,38.8937442182724,-77.0230019505993,"Washington","20004","DC",199
"203","100%","100%",2,2,"Entire home/apt",1,1,1,"$135.00",5,20,27,38.9022662947585,-77.0249797345734,"Washington","20001","DC",135
"204","100%","100%",1,4,"Entire home/apt",1,1,1,"$295.00",1,1125,20,38.8934156072582,-77.0199032568502,"Washington","20004","DC",295
"205","92%","76%",206,5,"Entire home/apt",2,2,3,"$429.00",3,1125,0,38.8989444773068,-77.0270547894314,"Washington","20001","DC",429
"206","100%","96%",5,8,"Entire home/apt",4,2.5,4,"$400.00",3,1125,26,38.9053569143494,-77.0257556007274,"Washington","20005","DC",400
"207","100%","100%",6,6,"Entire home/apt",2,2,3,"$295.00",1,1125,43,38.9052114952767,-77.018342474896,"Washington","20001","DC",295
"208","100%","100%",1,4,"Entire home/apt",1,1.5,2,"$179.00",2,730,163,38.9012347682508,-77.0175180164504,"Washington","20001","DC",179
"209","58%","51%",480,4,"Entire home/apt",2,2,2,"$309.00",4,365,23,38.8990972669662,-77.0326905454047,"Washington","20005","DC",309
"210","75%","50%",1,3,"Private room",1,2,2,"$90.00",6,22,0,38.9034390929478,-77.016320659064,"Washington","20001","DC",90
"211","60%","65%",1,2,"Shared room",1,1,1,"$43.00",1,1125,10,38.9039593871005,-77.0098886518872,"Washington","20001","DC",43
"212","","",1,1,"Private room",1,1,1,"$120.00",2,3,0,38.9001160063013,-77.0167308012459,"Washington","20001","DC",120
"213","100%","100%",1,4,"Entire home/apt",2,1,2,"$269.00",2,1125,5,38.9038571392179,-77.0293954940686,"Washington","20005","DC",269
"214","100%","98%",2,2,"Entire home/apt",0,1,1,"$150.00",2,365,73,38.9024369355171,-77.0501961016412,"Washington","20037","DC",150
"215","58%","51%",480,2,"Entire home/apt",1,1,1,"$269.00",3,365,3,38.900089164715,-77.0188170930518,"Washington","20001","DC",269
"216","98%","52%",49,4,"Entire home/apt",1,1,1,"$185.00",3,90,8,38.9056271223638,-77.027356346679,"Washington","20001","DC",185
"217","100%","",2,2,"Entire home/apt",1,1,1,"$120.00",7,365,1,38.9007622716424,-77.0163877809204,"Washington","20001","DC",120
"218","100%","98%",4,8,"Entire home/apt",2,2,3,"$220.00",1,1125,0,38.9013104372812,-77.0189328710551,"Washington","20001","DC",220
"219","100%","55%",1,3,"Entire home/apt",1,1,2,"$99.00",3,1125,4,38.8995278437339,-77.0105262863523,"Washington, D.C.","20001","DC",99
"220","97%","67%",1,2,"Private room",1,1,1,"$99.00",1,1125,0,38.898238630741,-77.0194698223037,"Washington","20001","DC",99
"221","91%","56%",11,4,"Entire home/apt",1,1,2,"$250.00",1,1125,6,38.9007966208039,-77.0148596827361,"Washington","20001","DC",250
"222","58%","51%",480,2,"Entire home/apt",1,1,1,"$249.00",3,365,4,38.8995791687762,-77.0181517840272,"Washington","20001","DC",249
"223","92%","76%",206,3,"Entire home/apt",1,1,2,"$259.00",3,1125,2,38.8927222812893,-77.018797528779,"Washington","20001","DC",259
"224","50%","100%",1,5,"Entire home/apt",2,2,2,"$300.00",1,1125,2,38.9047149688807,-77.0277177074419,"Washington","20001","DC",300
"225","58%","51%",480,3,"Entire home/apt",1,1,1,"$289.00",5,730,1,38.9006823405535,-77.0178199323649,"Washington","20001","DC",289
"226","94%","85%",1,2,"Entire home/apt",0,1,1,"$200.00",1,1125,15,38.9012054859913,-77.0160623850272,"Washington","20001","DC",200
"227","58%","51%",480,2,"Entire home/apt",1,1,1,"$249.00",3,365,0,38.9006291442845,-77.0178620708064,"Washington","20001","DC",249
"228","100%","33%",1,1,"Entire home/apt",1,1,1,"$81.00",1,1125,1,38.8998775247092,-77.0169034419719,"Washington","20001","DC",81
"229","100%","100%",1,2,"Entire home/apt",1,1,1,"$200.00",2,1125,0,38.8988678545026,-77.0194635995924,"Washington","20001","DC",200
"230","100%","63%",2,8,"Entire home/apt",2,1,4,"$194.00",1,1125,8,38.8996475370886,-77.0175367741705,"Washington","20001","DC",194
"231","89%","80%",1,2,"Private room",1,1,1,"$89.00",3,1125,3,38.9000569969104,-77.0163362635682,"Washington","20001","DC",89
"232","100%","83%",1,2,"Entire home/apt",1,1,1,"$159.00",4,1125,18,38.9015220356932,-77.0172135851776,"Washington","20001","DC",159
"233","100%","100%",1,2,"Entire home/apt",0,1,1,"$85.00",3,6,1,38.9051184163363,-77.0279546798614,"Washington","20005","DC",85
"234","80%","100%",1,4,"Entire home/apt",1,1,1,"$100.00",1,1125,18,38.9051739110021,-77.0250991081232,"Washington","20001","DC",100
"235","100%","",1,2,"Entire home/apt",1,1,1,"$189.00",3,30,0,38.9050704735541,-77.024987635689,"Washington","20001","DC",189
"236","60%","75%",1,3,"Entire home/apt",1,2,1,"$150.00",1,2000,1,38.9064960145805,-77.0094312935764,"Washington","20002","DC",150
"237","100%","100%",1,5,"Entire home/apt",2,1,3,"$175.00",2,1125,2,38.9065452164503,-77.0105837949484,"Washington","20001","DC",175
"238","100%","100%",1,2,"Entire home/apt",1,1,1,"$120.00",4,1125,1,38.9030506894444,-77.016244541411,"Washington","20001","DC",120
"239","100%","100%",1,3,"Entire home/apt",1,1,1,"$155.00",2,1125,1,38.9049938106223,-77.0302956497719,"Washington","20005","DC",155
"240","87%","70%",190,5,"Entire home/apt",2,2,2,"$629.00",3,1125,0,38.8934964559174,-77.0195771074423,"Washington","20001","DC",629
"241","92%","76%",206,5,"Entire home/apt",2,2,3,"$311.00",3,1125,3,38.8943338944621,-77.019180215769,"Washington","20001","DC",311
"242","87%","70%",190,3,"Entire home/apt",1,1,1,"$571.00",3,1125,0,38.9054580486278,-77.0332541723111,"Washington","20005","DC",571
"243","90%","72%",2,6,"Entire home/apt",2,2,2,"$339.00",3,730,47,38.8997063486488,-77.016193367168,"Washington","20001","DC",339
"244","83%","65%",5,4,"Entire home/apt",1,1,2,"$210.00",1,60,28,38.8991644391174,-77.0168964928183,"Washington","20001","DC",210
"245","58%","51%",480,4,"Entire home/apt",2,2,2,"$299.00",4,365,2,38.8938190787528,-77.0207414325632,"Washington","20001","DC",299
"246","100%","100%",2,2,"Private room",1,1,1,"$170.00",1,10,18,38.899210995907,-77.0177957359176,"Washington","20001","DC",170
"247","100%","91%",3,1,"Entire home/apt",1,1,1,"$135.00",1,1125,0,38.8940384905859,-77.023200124869,"Washington","20004","DC",135
"248","100%","100%",6,4,"Entire home/apt",2,1,2,"$245.00",1,1125,3,38.9042966177426,-77.0158734688594,"Washington","20001","DC",245
"249","58%","51%",480,3,"Entire home/apt",1,1,1,"$249.00",3,730,1,38.8998817318614,-77.0164958968194,"Washington","20001","DC",249
"250","92%","94%",3,2,"Private room",1,1,1,"$99.00",1,30,5,38.9019164375678,-77.0100216369334,"Washington","20001","DC",99
"251","100%","75%",3,4,"Entire home/apt",0,1,1,"$149.00",3,31,0,38.8954654987477,-77.0111079041107,"Washington","20001","DC",149
"252","100%","100%",2,1,"Private room",1,1,1,"$99.00",3,1125,8,38.9053031332662,-77.0283244411065,"Washington","20005","DC",99
"253","100%","100%",6,6,"Entire home/apt",2,2,2,"$295.00",1,1125,50,38.9027224141451,-77.0181722079892,"Washington","20001","DC",295
"254","100%","100%",2,6,"Entire home/apt",2,2,2,"$400.00",1,1125,0,38.9006399637359,-77.0159276314505,"Washington","20001","DC",400
"255","100%","100%",1,1,"Private room",1,1,1,"$65.00",1,1125,0,38.9047662632361,-77.0249300397732,"Washington","20001","DC",65
"256","100%","100%",2,1,"Entire home/apt",1,1,1,"$99.00",4,365,54,38.9047329581058,-77.0163801938509,"Washington","20001","DC",99
"257","100%","100%",2,8,"Entire home/apt",2,1,4,"$179.00",1,1125,35,38.9055115517807,-77.0152663975104,"Washington","20001","DC",179
"258","93%","100%",1,4,"Entire home/apt",1,1,1,"$150.00",1,1125,53,38.8975180297036,-77.0232473405874,"Washington","20001","DC",150
"259","100%","38%",1,4,"Entire home/apt",1,1,1,"$140.00",2,1125,4,38.9050837042514,-77.0206676262103,"Washington","20001","DC",140
"260","80%","100%",6,3,"Entire home/apt",1,1,1,"$179.00",2,1125,1,38.901428756181,-77.0159588047952,"Washington","20001","DC",179
"261","100%","94%",2,2,"Entire home/apt",1,1,2,"$135.00",2,90,4,38.9046319336687,-77.0184621891343,"Washington","20001","DC",135
"262","","",1,3,"Entire home/apt",1,1,2,"$250.00",4,7,0,38.9025795809735,-77.0131934915486,"Washington","20001","DC",250
"263","100%","100%",1,2,"Private room",1,1.5,1,"$95.00",1,28,44,38.9058395338724,-77.0106210646038,"Washington","20001","DC",95
"264","100%","100%",3,6,"Entire home/apt",2,1,2,"$170.00",2,1125,2,38.906919431292,-77.0475471479752,"Washington","20037","DC",170
"265","58%","51%",480,5,"Entire home/apt",2,2,2,"$299.00",4,365,5,38.8992229858993,-77.0326781157119,"Washington","20005","DC",299
"266","","",1,2,"Entire home/apt",1,1,1,"$150.00",7,14,1,38.9002102202803,-77.0325652778534,"Washington","20005","DC",150
"267","83%","65%",5,4,"Entire home/apt",1,1.5,1,"$250.00",1,1125,12,38.9028748417645,-77.0168289069085,"Washington","20001","DC",250
"268","100%","0%",1,2,"Entire home/apt",0,1,1,"$105.00",1,1125,11,38.9043312441748,-77.0177970904272,"Washington","20001","DC",105
"269","100%","89%",1,3,"Entire home/apt",1,1,1,"$120.00",1,1125,3,38.9054166177346,-77.0266232624417,"Washington","20001","DC",120
"270","87%","70%",190,3,"Entire home/apt",1,1,1,"$399.00",3,1125,0,38.9047806252276,-77.0335879409659,"Washington","20005","DC",399
"271","87%","70%",190,5,"Entire home/apt",2,2,2,"$629.00",3,1125,0,38.8934686051419,-77.020810273351,"Washington","20001","DC",629
"272","87%","70%",190,3,"Entire home/apt",1,1,1,"$569.00",3,1125,0,38.8941940193038,-77.0206993793768,"Washington","20001","DC",569
"273","80%","75%",1,2,"Private room",1,1,1,"$70.00",1,1125,9,38.9034059548226,-77.0203179709396,"Washington","20001","DC",70
"274","100%","100%",1,2,"Entire home/apt",0,1,1,"$110.00",2,14,6,38.8971776799687,-77.0111214401444,"Washington","20001","DC",110
"275","92%","76%",206,3,"Entire home/apt",1,1,2,"$259.00",3,1125,4,38.892921404495,-77.0188976064664,"Washington","20001","DC",259
"276","100%","0%",1,2,"Private room",1,1.5,1,"$99.00",3,1125,12,38.9051519330906,-77.0177863100244,"Washington","20001","DC",99
"277","100%","100%",4,8,"Entire home/apt",3,1.5,3,"$289.00",1,1125,14,38.9049994553291,-77.0126876269692,"Washington","20001","DC",289
"278","100%","100%",3,4,"Entire home/apt",1,1,2,"$124.00",4,1125,3,38.903619754943,-77.0296854271242,"Washington","20005","DC",124
"279","58%","51%",480,2,"Entire home/apt",1,1,1,"$259.00",4,730,1,38.9074138110676,-77.0518850755426,"Washington","20037","DC",259
"280","97%","57%",4,2,"Entire home/apt",0,1,1,"$80.00",1,1125,0,38.9011084815186,-77.0525572097913,"Washington","20037","DC",80
"281","90%","71%",1,2,"Entire home/apt",0,1,1,"$96.00",3,1125,12,38.9038396721657,-77.0530721533853,"Washington","20037","DC",96
"282","99%","96%",32,4,"Entire home/apt",2,1,2,"$189.00",2,365,47,38.9072454350847,-77.0489748052927,"Washington","20037","DC",189
"283","58%","51%",480,3,"Entire home/apt",1,1,1,"$289.00",4,1125,0,38.8997819939367,-77.0518097662763,"Washington","20037","DC",289
"284","58%","51%",480,3,"Entire home/apt",1,1,1,"$299.00",4,365,0,38.9014129811077,-77.0485778506966,"Washington","20052","DC",299
"285","100%","100%",3,6,"Entire home/apt",2,1,2,"$170.00",2,1125,9,38.9065812410632,-77.0491381234593,"Washington","20037","DC",170
"286","100%","100%",1,2,"Entire home/apt",1,1,1,"$130.00",2,1125,0,38.9035166154946,-77.0551994407373,"Washington","20037","DC",130
"287","100%","100%",1,4,"Entire home/apt",1,1,1,"$149.00",4,1125,2,38.9025404897405,-77.0523697860346,"Washington","20037","DC",149
"288","92%","76%",206,3,"Entire home/apt",1,1,2,"$259.00",3,1125,0,38.9017863832654,-77.0489698984446,"Washington","20037","DC",259
"289","70%","69%",1,6,"Entire home/apt",2,2,3,"$349.00",2,1125,19,38.9067422956412,-77.0484235751272,"Washington","20037","DC",349
"290","89%","97%",6,2,"Private room",1,1,1,"$78.00",1,1125,8,38.9017218416538,-77.051288486082,"Washington","20037","DC",78
"291","75%","75%",2,2,"Entire home/apt",0,1,1,"$125.00",1,1125,1,38.8958564693166,-77.0445946733423,"Washington","20006","DC",125
"292","100%","100%",3,2,"Private room",1,1,1,"$95.00",1,1125,7,38.9068571962291,-77.0521335458244,"Washington","20037","DC",95
"293","100%","100%",2,2,"Entire home/apt",0,1,1,"$130.00",2,180,19,38.9038927438761,-77.0526773184975,"Washington","20037","DC",130
"294","84%","92%",3,2,"Private room",1,1,1,"$72.00",2,1125,22,38.9005835368813,-77.0527136524993,"Washington","20037","DC",72
"295","90%","100%",2,4,"Entire home/apt",1,1,2,"$175.00",14,365,3,38.9040145143581,-77.0555771426905,"Washington","20037","DC",175
"296","92%","76%",206,3,"Entire home/apt",1,1,2,"$246.00",3,1125,1,38.9004527861464,-77.0491492670017,"Washington","20037","DC",246
"297","89%","100%",1,3,"Entire home/apt",0,1,1,"$140.00",1,1125,8,38.8964815625962,-77.0480855333701,"Washington","20006","DC",140
"298","100%","70%",1,2,"Entire home/apt",0,1,2,"$65.00",1,1125,2,38.9064225324315,-77.0471288652818,"Washington","20036","DC",65
"299","100%","100%",1,2,"Entire home/apt",0,1,1,"$125.00",2,1125,42,38.8980566303626,-77.040818657414,"Washington, D.C.","20006","DC",125
"300","100%","100%",1,4,"Entire home/apt",1,1,1,"$85.00",1,1125,2,38.9025708033843,-77.0546499779785,"Washington","20037","DC",85
"301","58%","51%",480,3,"Entire home/apt",1,1,1,"$309.00",3,730,3,38.900233240568,-77.0482988481155,"Washington","20037","DC",309
"302","87%","70%",190,3,"Entire home/apt",1,1,1,"$569.00",3,1125,0,38.9056353461807,-77.0527828188188,"Washington","20037","DC",569
"303","100%","100%",1,4,"Entire home/apt",0,1,2,"$150.00",2,1125,1,38.9024317928168,-77.0544420589297,"Washington","20037","DC",150
"304","100%","98%",3,4,"Entire home/apt",1,1,2,"$154.00",2,365,35,38.9011165238354,-77.0522143751253,"Washington","20037","DC",154
"305","100%","98%",3,4,"Entire home/apt",1,1,2,"$165.00",2,1125,17,38.9010638761887,-77.0518520610693,"Washington","20037","DC",165
"306","99%","96%",32,3,"Entire home/apt",1,1,2,"$149.00",3,93,25,38.907137310259,-77.0487154346983,"Washington","20037","DC",149
"307","99%","88%",16,2,"Entire home/apt",0,1,1,"$104.00",1,1125,2,38.9021176414937,-77.0574077939138,"Washington","20007","DC",104
"308","100%","100%",1,1,"Entire home/apt",1,1,1,"$125.00",2,5,5,38.9087457924571,-77.0516662416671,"Washington","20007","DC",125
"309","92%","76%",206,3,"Entire home/apt",1,1,2,"$259.00",3,1125,0,38.9075136223642,-77.0536914219023,"Washington","20037","DC",259
"310","100%","100%",1,3,"Entire home/apt",1,1,1,"$155.00",1,1125,0,38.9066685159125,-77.0470776960572,"Washington","20036","DC",155
"311","58%","51%",480,2,"Entire home/apt",1,1,1,"$259.00",4,730,2,38.8997448378388,-77.0508136100919,"Washington","20052","DC",259
"312","32%","80%",8,3,"Entire home/apt",1,1,1,"$189.00",6,30,30,38.9015482359232,-77.0499868076896,"Washington","20052","DC",189
"313","90%","70%",1,4,"Entire home/apt",1,1,1,"$110.00",1,1125,12,38.9002451437242,-77.0558534369545,"Washington","20037","DC",110
"314","89%","97%",6,1,"Private room",1,1,1,"$58.00",1,1125,14,38.9012075938763,-77.052955791917,"Washington","20006","DC",58
"315","100%","0%",1,2,"Entire home/apt",1,1,1,"$68.00",4,365,7,38.9010965172263,-77.0508772623221,"Washington","20037","DC",68
"316","58%","51%",480,4,"Entire home/apt",2,2,2,"$309.00",4,365,5,38.9018263168214,-77.0483324896061,"Washington","20037","DC",309
"317","100%","79%",4,2,"Entire home/apt",1,1.5,1,"$160.00",5,1000,1,38.9017027887859,-77.051254000405,"Washington","20037","DC",160
"318","70%","100%",1,2,"Private room",1,1,2,"$80.00",1,1125,0,38.8979445225998,-77.0520858258872,"Washington","20037","DC",80
"319","87%","70%",190,3,"Entire home/apt",1,1,1,"$569.00",3,1125,0,38.9063340244897,-77.0501866557698,"Washington","20037","DC",569
"320","97%","57%",4,4,"Entire home/apt",1,1,1,"$103.00",1,1125,0,38.9034912411642,-77.054481250513,"Washington","20037","DC",103
"321","87%","70%",190,5,"Entire home/apt",2,2,2,"$629.00",3,1125,0,38.9005324012388,-77.0507504771483,"Washington","20037","DC",629
"322","92%","76%",206,5,"Entire home/apt",2,2,3,"$324.00",3,1125,5,38.9017050067732,-77.0490666564509,"Washington","20037","DC",324
"323","90%","86%",1,2,"Entire home/apt",0,1,1,"$90.00",7,1125,2,38.8983508678271,-77.0465367158829,"Washington","20052","DC",90
"324","58%","51%",480,4,"Entire home/apt",2,2,2,"$329.00",3,365,8,38.9054866981485,-77.0507741577852,"Washington","20037","DC",329
"325","58%","51%",480,4,"Entire home/apt",2,2,2,"$299.00",3,1125,3,38.8999154865179,-77.0501063403496,"Washington","20037","DC",299
"326","58%","51%",480,5,"Entire home/apt",2,2,2,"$349.00",4,365,10,38.9005098816702,-77.0486490554584,"Washington","20037","DC",349
"327","","100%",1,3,"Entire home/apt",0,1,1,"$95.00",1,1125,0,38.9033236097719,-77.0529127850996,"Washington","20037","DC",95
"328","32%","80%",8,3,"Entire home/apt",1,1,1,"$189.00",6,30,22,38.8997469788551,-77.0484773339646,"Washington","20037","DC",189
"329","92%","76%",206,5,"Entire home/apt",2,2,3,"$324.00",3,1125,2,38.9076119133791,-77.0501350472991,"Washington","20037","DC",324
"330","100%","0%",1,4,"Entire home/apt",0,1,1,"$100.00",4,180,1,38.9067172652807,-77.0472318607898,"Washington","20037","DC",100
"331","58%","51%",480,4,"Entire home/apt",2,2,2,"$299.00",3,1125,2,38.9070612554547,-77.0517466303217,"Washington","20037","DC",299
"332","100%","100%",1,4,"Entire home/apt",1,1,1,"$215.00",2,5,0,38.9023873327277,-77.0541979055621,"Washington","20037","DC",215
"333","58%","51%",480,5,"Entire home/apt",2,2,2,"$319.00",4,365,10,38.9002140679118,-77.0497726437341,"Washington","20037","DC",319
"334","58%","51%",480,3,"Entire home/apt",1,1,1,"$209.00",5,730,3,38.9037289939655,-77.0514041910914,"Washington","20037","DC",209
"335","58%","51%",480,2,"Entire home/apt",1,1,1,"$249.00",4,730,0,38.9034707054488,-77.0501329041228,"Washington","20037","DC",249
"336","58%","51%",480,4,"Entire home/apt",2,2,2,"$329.00",4,365,0,38.9026087585587,-77.0510516384331,"Washington","20037","DC",329
"337","100%","91%",3,2,"Entire home/apt",0,1,1,"$99.00",1,1125,6,38.8956909481424,-77.0441391072513,"Washington","20006","DC",99
"338","92%","76%",206,5,"Entire home/apt",2,2,3,"$324.00",3,1125,2,38.9002391695861,-77.0505727264716,"Washington","20037","DC",324
"339","100%","98%",3,4,"Entire home/apt",2,1,2,"$168.00",2,29,0,38.9019411943148,-77.0539473790862,"Washington","20037","DC",168
"340","100%","100%",1,4,"Entire home/apt",2,1.5,2,"$215.00",2,1125,2,38.9005747562154,-77.0531648421247,"Washington","20037","DC",215
"341","58%","51%",480,2,"Entire home/apt",0,1,1,"$159.00",3,365,9,38.9039478242391,-77.0534408501616,"Washington","20037","DC",159
"342","87%","70%",190,5,"Entire home/apt",2,2,2,"$629.00",3,1125,0,38.9077302130278,-77.0502153969023,"Washington","20037","DC",629
"343","87%","70%",190,5,"Entire home/apt",2,2,2,"$629.00",3,1125,0,38.9018265897163,-77.0500192029149,"Washington","20037","DC",629
"344","100%","100%",1,2,"Private room",1,1.5,1,"$89.00",2,1125,1,38.9038545016265,-77.0509989215926,"Washington","20037","DC",89
"345","84%","92%",3,1,"Shared room",1,1,1,"$36.00",1,1125,30,38.9006093562192,-77.0508843174307,"Washington","20037","DC",36
"346","100%","100%",1,2,"Entire home/apt",0,1,1,"$100.00",1,1125,0,38.9029779665354,-77.0544818591594,"Washington","20037","DC",100
"347","100%","100%",1,2,"Private room",1,1,1,"$115.00",1,5,10,38.8999930636593,-77.054758293281,"Washington","20037","DC",115
"348","100%","100%",1,1,"Private room",1,1,1,"$100.00",1,10,0,38.8999127695824,-77.0503697983802,"Washington","20037","DC",100
